timestamp,time_seconds,rpm,map_kpa,altitude_m,airspeed_mps,health_score,anomaly_score,predicted_fault,fault_probability,predicted_cylinder,scenario_rul_sec,scenario_rul_lower_sec,scenario_rul_upper_sec,remaining_mission_sec,p_mission_success,p_rtb_safe,risk_level,decision,action_protocol,egt_1_c,cht_1_c,expected_egt_1_c,expected_cht_1_c,residual_egt_1_c,residual_cht_1_c,egt_2_c,cht_2_c,expected_egt_2_c,expected_cht_2_c,residual_egt_2_c,residual_cht_2_c,egt_3_c,cht_3_c,expected_egt_3_c,expected_cht_3_c,residual_egt_3_c,residual_cht_3_c,egt_4_c,cht_4_c,expected_egt_4_c,expected_cht_4_c,residual_egt_4_c,residual_cht_4_c
2022-04-17 13:31:12,2551.0,2472.7,59.76976584999999,377.0376,44.75148356,0.0,1.0,HEALTHY,0.6390765743644368,0,168.64062456198883,0.0,2158.173576219653,4649.0,0.0,0.022,CRITICAL (EMERGENCY),EMERGENCY_DESCENT_LANDING,Imminent engine failure risk. Divert to nearest emergency recovery airstrip immediately.,693.2222222222222,108.66111111111113,733.7839636355504,126.25749615210069,-40.561741413328264,-17.59638504098956,551.0611111111111,115.54444444444444,743.2287298476922,124.93165298896322,-192.16761873658106,-9.387208544518785,701.6333333333333,116.1,746.4100764938205,129.82307640280206,-44.77674316048717,-13.723076402802064,703.661111111111,112.27222222222224,733.1567705136824,126.68357286668179,-29.49565940257139,-14.411350644459546
2022-04-17 13:31:13,2552.0,2474.1,59.70203806999999,375.666,44.42738384,0.0,1.0,FT-02_INJECTOR_CLOGGING,0.5583237953643492,0,107.14987454110346,0.0,2158.173576219653,4648.0,0.0,0.004,CRITICAL (EMERGENCY),EMERGENCY_DESCENT_LANDING,Imminent engine failure risk. Divert to nearest emergency recovery airstrip immediately.,694.0444444444444,108.86666666666667,733.3792473745713,125.90943989263045,-39.3348029301269,-17.04277322596377,551.6888888888889,115.7611111111111,742.8541591314403,124.51967167748225,-191.1652702425514,-8.758560566371145,703.1277777777779,116.33333333333331,745.9796602634224,129.46523627506443,-42.85188248564452,-13.131902941731113,703.9333333333333,112.45555555555556,732.8842878373703,126.3531574136907,-28.950954504036986,-13.897601858135133
2022-04-17 13:31:14,2553.0,2471.4,59.76976584999999,373.9896,44.4736838,0.0,1.0,FT-02_INJECTOR_CLOGGING,0.5583284894979106,0,106.82259117285875,0.0,2048.6511673480622,4647.0,0.0,0.009,CRITICAL (EMERGENCY),EMERGENCY_DESCENT_LANDING,Imminent engine failure risk. Divert to nearest emergency recovery airstrip immediately.,694.6166666666667,109.09444444444443,732.0632831213654,126.33829004931367,-37.446616454698756,-17.243845604869236,552.6277777777777,116.08888888888887,741.2612175920373,124.92724870668114,-188.63343981425953,-8.838359817792266,703.9222222222222,116.50555555555556,744.4242141509911,129.9523087623349,-40.501991928768916,-13.446753206779334,704.2888888888889,112.67777777777778,731.5509304905413,126.81341372186381,-27.262041601652413,-14.135635944086033
2022-04-17 13:31:15,2554.0,2466.6,59.76976584999999,371.91696,44.79263908,0.0,1.0,FT-02_INJECTOR_CLOGGING,0.5583364150665697,0,222.16714752729644,0.0,2096.082396468868,4646.0,0.0,0.045,CRITICAL (EMERGENCY),EMERGENCY_DESCENT_LANDING,Imminent engine failure risk. Divert to nearest emergency recovery airstrip immediately.,695.6888888888889,109.32777777777775,730.9910833351576,126.54142738721465,-35.302194446268686,-17.2136496094369,553.4388888888889,116.38333333333333,740.3134422651027,125.26693465160828,-186.87455337621384,-8.883601318274955,704.4166666666666,116.73888888888888,743.2800428974027,130.07273623990085,-38.863376230736094,-13.333847351011968,704.2888888888889,112.88333333333333,730.342144171003,126.87536217180904,-26.05325528211415,-13.992028838475719
2022-04-17 13:31:16,2555.0,2472.2,59.63431029,370.54536,45.33280528,0.0,1.0,FT-02_INJECTOR_CLOGGING,0.5583535228845786,0,78.85632762347916,0.0,2096.082396468868,4645.0,0.0,0.012,CRITICAL (EMERGENCY),EMERGENCY_DESCENT_LANDING,Imminent engine failure risk. Divert to nearest emergency recovery airstrip immediately.,696.25,109.53888888888888,730.6858459039079,126.51274803822673,-34.435845903907875,-16.973859149337855,554.4333333333333,116.66111111111113,740.1252171705028,125.30905641941011,-185.69188383716948,-8.647945308298986,705.3222222222222,116.93333333333332,743.0152636514281,130.13233511867404,-37.69304142920589,-13.199001785340712,704.3222222222222,113.10555555555555,730.4017185866396,126.93391313903207,-26.079496364417423,-13.828357583476517
2022-04-17 13:31:17,2556.0,2473.9,59.63431029,369.90528,46.5829042,0.0,1.0,FT-02_INJECTOR_CLOGGING,0.5583811061695023,0,35.149611902008346,0.0,2105.9457260028107,4644.0,0.0,0.001,CRITICAL (EMERGENCY),EMERGENCY_DESCENT_LANDING,Imminent engine failure risk. Divert to nearest emergency recovery airstrip immediately.,697.2777777777777,109.77777777777776,732.023102862047,127.24786478869306,-34.745325084269325,-17.470087010915307,554.8055555555555,116.94444444444444,741.494705550134,126.2540903148013,-186.68914999457843,-9.30964587035686,706.1833333333334,117.1611111111111,744.492355905672,130.97182958618447,-38.30902257233856,-13.810718475073372,704.75,113.32777777777778,731.6794390907611,127.70785238356144,-26.929439090761093,-14.380074605783662
2022-04-17 13:31:18,2557.0,2471.5,59.73590196,367.8936,45.79580488,0.0,1.0,FT-02_INJECTOR_CLOGGING,0.5474309245196867,0,39.59306251272827,0.0,2098.9676344899954,4643.0,0.0,0.0,CRITICAL (EMERGENCY),EMERGENCY_DESCENT_LANDING,Imminent engine failure risk. Divert to nearest emergency recovery airstrip immediately.,697.6777777777777,110.00555555555556,732.3810940569721,126.89283170058266,-34.70331627919438,-16.8872761450271,555.4833333333332,117.26111111111112,741.8025851518655,125.77234614944648,-186.31925181853228,-8.511235038335357,707.0222222222222,117.36666666666666,744.8626878330087,130.53452953530223,-37.84046561078651,-13.167862868635567,705.4888888888889,113.54999999999998,731.8512657385307,127.29341456547294,-26.362376849641805,-13.74341456547296
2022-04-17 13:31:19,2558.0,2474.1,59.70203806999999,364.96752,45.63632724,0.0,1.0,FT-02_INJECTOR_CLOGGING,0.5474106197916688,0,39.40381513116048,0.0,2098.9676344899954,4642.0,0.0,0.0,CRITICAL (EMERGENCY),EMERGENCY_DESCENT_LANDING,Imminent engine failure risk. Divert to nearest emergency recovery airstrip immediately.,697.6944444444443,110.2611111111111,731.9242565398459,126.60239326458364,-34.2298120954016,-16.341282153472534,556.0611111111111,117.65,741.4049667406426,125.4404437845703,-185.3438556295315,-7.7904437845703,707.7166666666667,117.60555555555555,744.4057742596424,130.2511263070816,-36.68910759297569,-12.645570751526037,705.5166666666667,113.7722222222222,731.6001269962334,127.02735567910251,-26.08346032956672,-13.255133456880316
2022-04-17 13:31:20,2559.0,2466.3,59.90522141,363.04728,47.1230704,0.0,1.0,FT-02_INJECTOR_CLOGGING,0.5474170364322865,0,114.11023177009207,0.0,2098.9676344899954,4641.0,0.001,0.01,CRITICAL (EMERGENCY),EMERGENCY_DESCENT_LANDING,Imminent engine failure risk. Divert to nearest emergency recovery airstrip immediately.,698.2055555555555,110.51666666666668,731.1609065063482,128.0775226760041,-32.95535095079265,-17.560856009337414,556.5722222222222,117.96111111111112,740.4866582569565,127.2168631467573,-183.9144360347343,-9.255752035646182,708.8888888888889,117.81666666666666,743.4910579502981,131.7753471612948,-34.6021690614092,-13.95868049462814,706.5555555555555,114.0111111111111,730.4676942716594,128.40982585837685,-23.91213871610387,-14.398714747265743
2022-04-17 13:31:21,2560.0,2470.0,59.76976584999999,360.7308,46.4542932,0.0,1.0,FT-02_INJECTOR_CLOGGING,0.5592560919543341,0,54.31291290594245,0.0,2106.0324562129786,4640.0,0.0,0.0,CRITICAL (EMERGENCY),EMERGENCY_DESCENT_LANDING,Imminent engine failure risk. Divert to nearest emergency recovery airstrip immediately.,698.9666666666667,110.8,732.3836943719883,127.34942480814377,-33.41702770532163,-16.54942480814377,556.5555555555555,118.37777777777778,741.7732731192519,126.35819914233599,-185.2177175636964,-7.980421364558211,710.3,118.03333333333332,744.8477339288586,131.0297080156844,-34.547733928858634,-12.996374682351089,707.6833333333333,114.23888888888888,731.765215745421,127.71825065153797,-24.08188241208768,-13.479361762649091
2022-04-17 13:31:22,2561.0,2473.7,59.90522141,358.23144,46.61891528,0.0,1.0,FT-02_INJECTOR_CLOGGING,0.5592445816884382,0,48.632803877277446,0.0,2106.0324562129786,4639.0,0.0,0.0,CRITICAL (EMERGENCY),EMERGENCY_DESCENT_LANDING,Imminent engine failure risk. Divert to nearest emergency recovery airstrip immediately.,698.9499999999999,111.06666666666666,731.7430265751663,127.33443004527335,-32.79302657516632,-16.267763378606688,556.6111111111112,118.7388888888889,741.2279441227627,126.33961302102543,-184.61683301165147,-7.600724132136534,711.0611111111111,118.26666666666668,744.2524583951365,131.03678157320059,-33.19134728402537,-12.770114906533905,707.6944444444443,114.47777777777776,731.406197966881,127.72969068037285,-23.711753522436652,-13.251912902595095
2022-04-17 13:31:23,2562.0,2471.0,59.90522141,356.06736,47.061337120000005,0.0,1.0,FT-02_INJECTOR_CLOGGING,0.5099707205693313,0,37.633596519651654,0.0,2106.0324562129786,4638.0,0.0,0.001,CRITICAL (EMERGENCY),EMERGENCY_DESCENT_LANDING,Imminent engine failure risk. Divert to nearest emergency recovery airstrip immediately.,699.3555555555555,111.35555555555555,731.9753286150559,127.73674685049248,-32.6197730595004,-16.381191294936926,556.7555555555556,119.08333333333334,741.3994324395555,126.83823451626161,-184.64387688399995,-7.754901182928265,711.5555555555555,118.5,744.4556302329383,131.45676969661523,-32.900074677382804,-12.956769696615225,708.8555555555556,114.71111111111112,731.4558126447369,128.10245860952398,-22.60025708918124,-13.391347498412856
2022-04-17 13:31:24,2563.0,2474.8,59.90522141,353.72040000000004,47.24139252,0.0,1.0,FT-02_INJECTOR_CLOGGING,0.5065435993479678,0,37.96087988789635,0.0,2106.0324562129786,4637.0,0.0,0.0,CRITICAL (EMERGENCY),EMERGENCY_DESCENT_LANDING,Imminent engine failure risk. Divert to nearest emergency recovery airstrip immediately.,700.4944444444445,111.62777777777778,732.2007553400892,127.64465200071615,-31.70631089564472,-16.01687422293837,557.5833333333334,119.46666666666668,741.7081043853314,126.7516802504157,-184.12477105199798,-7.28501358374902,711.8611111111111,118.73333333333332,744.7672450703926,131.399721193232,-32.90613395928153,-12.666387859898691,709.8944444444444,114.94444444444444,731.8738456264763,128.05226925959366,-21.979401182031893,-13.107824815149215
2022-04-17 13:31:25,2564.0,2471.0,59.9390853,351.22104,47.47803676,0.0,1.0,FT-02_INJECTOR_CLOGGING,0.5101611897695171,0,23.740403179661822,0.0,2105.8072728138527,4636.0,0.0,0.0,CRITICAL (EMERGENCY),EMERGENCY_DESCENT_LANDING,Imminent engine failure risk. Divert to nearest emergency recovery airstrip immediately.,700.6555555555556,111.92222222222222,731.9918017745523,127.98196448659785,-31.336246218996735,-16.05974226437563,558.3555555555555,119.76111111111112,741.4181707265594,127.15552692210527,-183.06261517100393,-7.394415810994147,712.5111111111111,118.96666666666664,744.4815810676653,131.73038819988474,-31.97046995655421,-12.763721533218103,710.0833333333334,115.18333333333334,731.4686209184626,128.33951046534062,-21.385287585129277,-13.156177132007286
2022-04-17 13:31:26,2565.0,2473.1,60.00681307999999,348.72168,48.1262362,0.0,1.0,FT-02_INJECTOR_CLOGGING,0.5097007398136012,0,68.10168563762204,0.0,2092.8936661010093,4635.0,0.0,0.006,CRITICAL (EMERGENCY),EMERGENCY_DESCENT_LANDING,Imminent engine failure risk. Divert to nearest emergency recovery airstrip immediately.,700.8222222222222,112.18333333333334,732.5516322058714,128.32207368185516,-31.729409983649248,-16.13874034852182,558.6333333333333,120.11666666666666,742.0260582432617,127.58521589676967,-183.39272490992835,-7.468549230103008,713.1777777777778,119.20555555555556,745.1408569659203,132.12381877205516,-31.9630791881425,-12.918263216499597,709.95,115.41666666666666,732.0804097131033,128.70608789004945,-22.13040971310329,-13.289421223382789
