#airframe_info, log_version="1.03", log_content_version="1.02", Product="GIFD", airframe_name="Cirrus SR22 Turbo", unit_software_part_number="006-B1177-C1", unit_software_version="21.50.5", system_software_part_number="006-B2647-N8", system_id="25B289D04", mode=NORMAL, flightstream_header="25B289D04_20211204_102038", 
#yyy-mm-dd, hh:mm:ss,   hh:mm,  ident,      degrees,      degrees,      ft,  inch,  ft msl, deg C,     kt,     kt,     fpm,    deg,    deg,      G,      G,   deg,   deg, volts, volts,  amps,   gals,   gals,      gph,   deg F,     psi,     Hg,    rpm,       %,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,  ft lbs,       %,   deg C,      gph,     Hg,    rpm,  ft lbs,       %,   deg C,  ft wgs,  kt, enum,    deg,    MHz,    MHz,     MHz,     MHz,    fsd,    fsd,     kt,    deg,     nm,    deg,    deg,   bool,  enum,   enum,   deg,   deg,   fpm,   enum,   mt,    mt,     mt,    mt,     mt
  Lcl Date, Lcl Time, UTCOfst, AtvWpt,     Latitude,    Longitude,  AltInd, BaroA,  AltMSL,   OAT,    IAS, GndSpd,    VSpd,  Pitch,   Roll,  LatAc, NormAc,   HDG,   TRK, volt1, volt2,  amp1,  FQtyL,  FQtyR, E1 FFlow, E1 OilT, E1 OilP, E1 MAP, E1 RPM, E1 %Pwr, E1 CHT1, E1 CHT2, E1 CHT3, E1 CHT4, E1 CHT5, E1 CHT6, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4, E1 EGT5, E1 EGT6, E1 TIT1, E1 TIT2, E1 Torq,   E1 NG,  E1 ITT, E2 FFlow, E2 MAP, E2 RPM, E2 Torq,   E2 NG,  E2 ITT,  AltGPS, TAS, HSIS,    CRS,   NAV1,   NAV2,    COM1,    COM2,   HCDI,   VCDI, WndSpd,  WndDr, WptDst, WptBrg, MagVar, AfcsOn, RollM, PitchM, RollC, PichC, VSpdG, GPSfix,  HAL,   VAL, HPLwas, HPLfd, VPLwas
2021-12-04, 10:20:38,  +00:00,       ,   51.3503990,   -0.5617625,   634.6, 30.09,    90.7,      ,   0.00,   0.00,        ,       ,       ,       ,       ,      , 359.7,      ,      ,      ,       ,       ,         ,        ,        ,  12.82,       ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,         ,       ,       ,        ,        ,        ,   242.4,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0, 3DDiff, 3704,      ,      7,   8.5,     12
2021-12-04, 10:20:39,  +00:00,       ,   51.3503990,   -0.5617623,   632.6, 30.09,    91.0,      ,   0.00,   0.00,        ,       ,       ,       ,       ,      , 359.7,  25.4,  24.6,  -7.1,       ,       ,     2.85,  109.40,   54.35,  12.79, 1093.1,    0.09,  229.29,  220.97,  224.67,  219.58,  217.26,  206.08, 1043.15, 1044.83, 1037.86, 1035.05, 1097.95, 1079.82,  968.71,  987.36,        ,        ,        ,         ,       ,       ,        ,        ,        ,   242.8,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0, 3DDiff, 3704,      ,      7,   8.5,     12
2021-12-04, 10:20:40,  +00:00,       ,   51.3504028,   -0.5617486,   631.6, 30.09,    79.6,   7.2,   0.00,   0.00,        ,       ,       ,       ,       ,      , 359.7,  25.3,  24.6,  -7.1,  46.00,  46.00,     2.82,  109.54,   54.30,  12.84, 1092.8,    0.09,  229.50,  221.19,  224.85,  219.76,  217.47,  206.24, 1043.95, 1044.45, 1038.17, 1034.12, 1097.27, 1078.37,  968.78,  988.00,        ,        ,        ,         ,       ,       ,        ,        ,        ,   231.3,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 3704,      ,       ,  41.0,       
2021-12-04, 10:20:41,  +00:00,       ,   51.3504028,   -0.5617486,   631.6, 30.09,    79.7,   7.2,   0.00,   0.00,        ,       ,       ,       ,       ,      , 359.7,  25.3,  24.5,  -7.0,  46.00,  46.00,     2.82,  109.70,   54.26,  12.83, 1093.7,    0.09,  229.73,  221.42,  225.00,  219.95,  217.67,  206.41, 1044.69, 1042.94, 1038.98, 1033.51, 1095.56, 1078.09,  967.88,  987.96,        ,        ,        ,         ,       ,       ,        ,        ,        ,   231.4,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 3704,      ,       ,  41.0,       
2021-12-04, 10:20:42,  +00:00,       ,   51.3504028,   -0.5617483,   630.6, 30.09,    79.7,   7.2,   0.00,   0.00,  -58.05,       ,       ,       ,       ,      , 359.7,  25.2,  24.5,  -6.9,  46.00,  46.00,     2.79,  109.90,   54.25,  12.78, 1096.9,    0.09,  229.95,  221.62,  225.16,  220.12,  217.84,  206.57, 1046.04, 1042.03, 1038.45, 1031.90, 1093.38, 1078.45,  967.17,  988.14,        ,        ,        ,         ,       ,       ,        ,        ,        ,   231.4,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 3704,      ,       ,  41.0,       
2021-12-04, 10:20:43,  +00:00,       ,   51.3504028,   -0.5617483,   631.6, 30.09,    79.7,   7.2,   0.00,   0.00,  -21.79,       ,       ,       ,       ,      , 359.7,  25.2,  24.4,  -6.9,  46.00,  46.00,     2.80,  110.10,   54.25,  12.76, 1099.6,    0.09,  230.16,  221.82,  225.31,  220.32,  218.04,  206.72, 1046.39, 1041.39, 1037.85, 1030.21, 1092.23, 1077.14,  966.15,  987.88,        ,        ,        ,         ,       ,       ,        ,        ,        ,   231.4,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 3704,      ,       ,  41.0,       
2021-12-04, 10:20:44,  +00:00,       ,   51.3504028,   -0.5617481,   633.6, 30.09,    79.7,   7.2,   0.00,   0.00,   22.32,       ,       ,       ,       ,      , 359.7,  25.1,  24.4,  -6.9,  46.00,  46.00,     2.78,  110.33,   54.23,  12.74, 1100.1,    0.09,  230.36,  222.02,  225.47,  220.49,  218.22,  206.88, 1045.56, 1042.09, 1036.99, 1030.53, 1092.84, 1076.32,  966.42,  987.43,        ,        ,        ,         ,       ,       ,        ,        ,        ,   231.4,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 3704,      ,       ,  41.0,       
2021-12-04, 10:20:45,  +00:00,       ,   51.3504028,   -0.5617481,   633.6, 30.09,    79.8,   7.2,   0.00,   0.00,   61.60,       ,       ,       ,       ,      , 359.7,  25.2,  24.4,  -6.6,  46.00,  46.00,     2.80,  110.57,   54.15,  12.74, 1096.8,    0.09,  230.57,  222.22,  225.62,  220.65,  218.41,  207.04, 1045.38, 1042.58, 1037.19, 1030.44, 1093.08, 1078.65,  966.86,  987.47,        ,        ,        ,         ,       ,       ,        ,        ,        ,   231.5,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 3704,      ,       ,  41.0,       
2021-12-04, 10:20:46,  +00:00,       ,   51.3504028,   -0.5617481,   632.6, 30.09,    79.9,   7.2,   0.00,   0.00,   11.50,       ,       ,       ,       ,      , 359.7,  25.7,  25.1,  -5.3,  46.00,  46.00,     2.94,  110.87,   53.96,  12.91, 1075.0,    0.09,  230.77,  222.42,  225.78,  220.81,  218.58,  207.17, 1044.97, 1042.47, 1036.63, 1030.57, 1094.34, 1078.96,  966.44,  987.27,        ,        ,        ,         ,       ,       ,        ,        ,        ,   231.6,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 3704,      ,       ,  41.0,       
2021-12-04, 10:20:47,  +00:00,       ,   51.3504028,   -0.5617481,   632.6, 30.09,    79.8,   7.2,   0.00,   0.00,  -21.76,       ,       ,       ,       ,      , 359.7,  26.1,  25.9,  -4.2,  46.00,  46.00,     3.04,  111.18,   53.65,  13.17, 1048.4,    0.08,  230.98,  222.62,  225.92,  220.96,  218.77,  207.32, 1041.09, 1043.93, 1032.90, 1028.34, 1094.62, 1082.73,  967.27,  984.67,        ,        ,        ,         ,       ,       ,        ,        ,        ,   231.5,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 3704,      ,       ,  41.0,       
2021-12-04, 10:20:48,  +00:00,       ,   51.3504028,   -0.5617478,   630.6, 30.09,    79.8,   7.2,   0.00,   0.00,  -50.08,       ,       ,       ,       ,      , 359.7,  26.5,  26.5,  -3.3,  46.00,  46.00,     3.10,  111.47,   53.47,  13.21, 1047.1,    0.09,  231.17,  222.81,  226.08,  221.15,  218.93,  207.46, 1035.45, 1042.69, 1029.49, 1027.78, 1095.29, 1085.65,  967.13,  981.10,        ,        ,        ,         ,       ,       ,        ,        ,        ,   231.5,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 3704,      ,       ,  41.0,       
2021-12-04, 10:20:49,  +00:00,       ,   51.3504028,   -0.5617481,   632.6, 30.09,    79.8,   7.2,   0.00,   0.00,  -24.00,       ,       ,       ,       ,      , 359.7,  26.7,  27.0,  -2.5,  46.00,  46.00,     3.11,  111.74,   53.38,  13.24, 1040.9,    0.08,  231.37,  222.98,  226.24,  221.31,  219.10,  207.60, 1031.33, 1043.55, 1026.61, 1028.60, 1096.87, 1086.01,  967.71,  978.25,        ,        ,        ,         ,       ,       ,        ,        ,        ,   231.5,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 3704,      ,       ,  41.0,       
2021-12-04, 10:20:50,  +00:00,       ,   51.3503990,   -0.5617625,   631.6, 30.09,    90.3,   7.2,   0.00,   0.00,  -32.47,       ,       ,       ,       ,      , 359.7,  26.9,  27.4,  -1.8,  46.00,  46.00,     3.09,  111.98,   53.24,  13.31, 1033.6,    0.08,  231.55,  223.15,  226.37,  221.44,  219.26,  207.72, 1028.95, 1045.29, 1023.62, 1026.62, 1099.59, 1092.22,  968.38,  977.00,        ,        ,        ,         ,       ,       ,        ,        ,        ,   242.0,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0, 3DDiff, 3704,      ,      8,   8.5,     12
2021-12-04, 10:20:51,  +00:00,       ,   51.3503990,   -0.5617623,   631.6, 30.09,    90.4,   7.2,   0.00,   0.00,   -7.10,       ,       ,       ,       ,      , 359.7,  27.1,  27.7,  -1.2,  46.00,  46.00,     3.13,  112.22,   53.26,  13.26, 1041.2,    0.08,  231.74,  223.34,  226.52,  221.61,  219.41,  207.87, 1027.01, 1043.58, 1020.31, 1024.83, 1097.74, 1096.70,  967.70,  975.32,        ,        ,        ,         ,       ,       ,        ,        ,        ,   242.1,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0, 3DDiff, 3704,      ,      7,   8.5,     12
2021-12-04, 10:20:52,  +00:00,       ,   51.3503990,   -0.5617623,   631.6, 30.09,    90.4,   7.2,   0.00,   0.00,  -11.39,       ,       ,       ,       ,      , 359.7,  27.2,  27.9,  -0.6,  46.00,  46.00,     3.11,  112.45,   53.20,  13.28, 1037.3,    0.08,  231.92,  223.50,  226.66,  221.76,  219.55,  207.99, 1023.45, 1044.16, 1017.24, 1022.82, 1098.17, 1096.40,  967.03,  973.14,        ,        ,        ,         ,       ,       ,        ,        ,        ,   242.1,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0, 3DDiff, 3704,      ,      8,   8.5,     12
2021-12-04, 10:20:53,  +00:00,       ,   51.3503990,   -0.5617625,   632.6, 30.09,    90.6,   7.2,   0.00,   0.00,   -9.64,       ,       ,       ,       ,      , 359.7,  27.3,  28.1,  -0.1,  46.00,  46.00,     3.12,  112.70,   53.12,  13.29, 1035.7,    0.08,  232.11,  223.68,  226.80,  221.91,  219.70,  208.13, 1019.96, 1043.57, 1014.26, 1022.02, 1099.17, 1099.44,  967.21,  970.95,        ,        ,        ,         ,       ,       ,        ,        ,        ,   242.3,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0, 3DDiff, 3704,      ,      8,   8.5,     12
2021-12-04, 10:20:54,  +00:00,       ,   51.3503990,   -0.5617614,   632.6, 30.09,    91.4,   7.2,   0.00,   0.00,    9.17,       ,       ,       ,       ,      , 359.7,  27.4,  28.2,   0.3,  46.00,  46.00,     3.10,  112.90,   53.06,  13.31, 1035.9,    0.08,  232.28,  223.84,  226.95,  222.08,  219.84,  208.25, 1017.37, 1042.71, 1011.74, 1021.09, 1102.06, 1100.06,  966.86,  969.65,        ,        ,        ,         ,       ,       ,        ,        ,        ,   243.1,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0, 3DDiff, 3704,      ,      8,   8.5,     12
2021-12-04, 10:20:55,  +00:00,       ,   51.3503990,   -0.5617611,   633.6, 30.09,    91.3,   7.2,   0.00,   0.00,   23.19,       ,       ,       ,       ,      , 359.7,  27.5,  28.3,   0.7,  46.00,  46.00,     3.11,  113.11,   53.10,  13.21, 1043.0,    0.09,  232.45,  224.01,  227.09,  222.20,  219.98,  208.37, 1014.65, 1043.10, 1008.93, 1022.06, 1098.34, 1100.03,  967.53,  967.30,        ,        ,        ,         ,       ,       ,        ,        ,        ,   243.0,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0, 3DDiff, 3704,      ,      7,   8.5,     12
2021-12-04, 10:20:56,  +00:00,       ,   51.3503990,   -0.5617608,   632.6, 30.09,    91.1,   7.2,   0.00,   0.00,    4.85,       ,       ,       ,       ,      , 359.7,  27.5,  28.4,   1.1,  46.00,  46.00,     3.09,  113.28,   53.02,  13.30, 1034.2,    0.08,  232.62,  224.17,  227.24,  222.34,  220.11,  208.49, 1013.38, 1044.12, 1007.42, 1020.66, 1097.92, 1104.45,  968.51,  966.47,        ,        ,        ,         ,       ,       ,        ,        ,        ,   242.9,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0, 3DDiff, 3704,      ,      8,   8.5,     12
2021-12-04, 10:20:57,  +00:00,       ,   51.3503990,   -0.5617608,   632.6, 30.09,    91.5,   7.2,   0.00,   0.00,   -9.20,       ,       ,       ,       ,      , 359.7,  27.5,  28.5,   1.4,  46.00,  46.00,     3.10,  113.45,   52.96,  13.31, 1034.9,    0.08,  232.81,  224.35,  227.38,  222.48,  220.25,  208.61, 1010.90, 1044.64, 1005.10, 1020.72, 1096.64, 1102.16,  968.62,  964.64,        ,        ,        ,         ,       ,       ,        ,        ,        ,   243.3,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0, 3DDiff, 3704,      ,      8,   8.5,     12
2021-12-04, 10:20:58,  +00:00,       ,   51.3503990,   -0.5617614,   631.6, 30.09,    91.2,   7.2,   0.00,   0.00,  -18.12,       ,       ,       ,       ,      , 359.7,  27.6,  28.5,   1.6,  46.00,  46.00,     3.11,  113.60,   53.01,  13.20, 1046.2,    0.09,  232.97,  224.49,  227.53,  222.64,  220.37,  208.73, 1009.16, 1045.22, 1003.44, 1018.53, 1095.34, 1101.12,  968.53,  963.28,        ,        ,        ,         ,       ,       ,        ,        ,        ,   242.9,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   7.9, 3DDiff, 3704,      ,      8,   8.5,     12
2021-12-04, 10:20:59,  +00:00,       ,   51.3503990,   -0.5617614,   632.6, 30.09,    90.9,   7.2,   0.00,   0.00,  -17.86,       ,       ,       ,       ,      , 359.7,  27.6,  28.6,   1.9,  46.00,  46.00,     3.11,  113.79,   52.94,  13.25, 1039.3,    0.08,  233.16,  224.65,  227.66,  222.77,  220.49,  208.84, 1007.62, 1046.48, 1002.08, 1019.22, 1094.85, 1102.83,  969.34,  962.14,        ,        ,        ,         ,       ,       ,        ,        ,        ,   242.6,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0, 3DDiff, 3704,      ,      7,   8.5,     12
2021-12-04, 10:21:00,  +00:00,       ,   51.3503990,   -0.5617611,   631.6, 30.09,    90.8,   7.2,   0.00,   0.00,   11.10,       ,       ,       ,       ,      , 359.7,  27.6,  28.6,   2.1,  46.00,  46.00,     3.11,  113.97,   52.88,  13.32, 1033.4,    0.08,  233.32,  224.80,  227.82,  222.93,  220.62,  208.96, 1005.24, 1048.55, 1001.30, 1018.84, 1096.77, 1105.28,  971.14,  961.27,        ,        ,        ,         ,       ,       ,        ,        ,        ,   242.5,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0, 3DDiff, 3704,      ,      8,   8.5,     12
2021-12-04, 10:21:01,  +00:00,       ,   51.3503990,   -0.5617611,   631.6, 30.09,    90.9,   7.2,   0.00,   0.00,  -29.56,       ,       ,       ,       ,      , 359.7,  27.6,  28.6,   2.3,  46.00,  46.00,     3.10,  114.19,   52.85,  13.32, 1033.5,    0.08,  233.49,  224.98,  227.96,  223.06,  220.75,  209.07, 1004.23, 1049.13, 1000.13, 1016.63, 1097.43, 1100.66,  970.77,  960.95,        ,        ,        ,         ,       ,       ,        ,        ,        ,   242.6,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0, 3DDiff, 3704,      ,      8,   8.5,     12
2021-12-04, 10:21:02,  +00:00,       ,   51.3503990,   -0.5617608,   632.6, 30.09,    90.9,   7.2,   0.00,   0.00,   -8.06,       ,       ,       ,       ,      , 359.7,  27.6,  28.6,   2.4,  46.00,  46.00,     3.11,  114.43,   52.80,  13.30, 1034.0,    0.08,  233.66,  225.10,  228.11,  223.21,  220.87,  209.17, 1004.13, 1048.22,  999.56, 1015.85, 1096.15, 1103.62,  970.48,  960.59,        ,        ,        ,         ,       ,       ,        ,        ,        ,   242.7,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0, 3DDiff, 3704,      ,      8,   8.5,     12
2021-12-04, 10:21:03,  +00:00,       ,   51.3503990,   -0.5617605,   631.6, 30.09,    90.7,   7.2,   0.00,   0.00,  -32.16,       ,       ,       ,       ,      , 359.7,  27.6,  28.6,   2.6,  46.00,  46.00,     3.10,  114.68,   52.73,  13.35, 1032.3,    0.08,  233.82,  225.26,  228.24,  223.33,  220.97,  209.28, 1003.74, 1047.69,  998.85, 1013.79, 1096.64, 1108.14,  971.05,  960.16,        ,        ,        ,         ,       ,       ,        ,        ,        ,   242.4,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0, 3DDiff, 3704,      ,      7,   8.5,     12
2021-12-04, 10:21:04,  +00:00,       ,   51.3503990,   -0.5617605,   633.6, 30.09,    90.6,   7.2,   0.00,   0.00,    5.10,       ,       ,       ,       ,      , 359.7,  27.6,  28.7,   2.7,  46.00,  46.00,     3.11,  114.90,   52.72,  13.28, 1031.9,    0.08,  233.97,  225.41,  228.39,  223.50,  221.08,  209.38, 1002.44, 1047.56,  997.86, 1012.61, 1096.35, 1106.18,  970.73,  959.47,        ,        ,        ,         ,       ,       ,        ,        ,        ,   242.3,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0, 3DDiff, 3704,      ,      8,   8.5,     12
2021-12-04, 10:21:05,  +00:00,       ,   51.3503990,   -0.5617608,   633.6, 30.09,    90.9,   7.2,   0.00,   0.00,   32.72,       ,       ,       ,       ,      , 359.7,  27.6,  28.7,   2.8,  46.00,  46.00,     3.09,  115.12,   52.63,  13.36, 1024.9,    0.08,  234.12,  225.56,  228.53,  223.64,  221.19,  209.49, 1001.89, 1048.60,  997.09, 1011.83, 1098.94, 1105.73,  971.25,  959.24,        ,        ,        ,         ,       ,       ,        ,        ,        ,   242.6,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0, 3DDiff, 3704,      ,      8,   8.5,     12
2021-12-04, 10:21:06,  +00:00,       ,   51.3503990,   -0.5617608,   633.6, 30.09,    90.8,   7.2,   0.00,   0.00,   10.85,       ,       ,       ,       ,      , 359.7,  27.7,  28.7,   2.9,  46.00,  46.00,     3.08,  115.36,   52.59,  13.40, 1025.3,    0.08,  234.26,  225.70,  228.66,  223.81,  221.28,  209.59, 1003.63, 1048.07,  995.70, 1011.25, 1098.12, 1104.00,  970.56,  959.98,        ,        ,        ,         ,       ,       ,        ,        ,        ,   242.6,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0, 3DDiff, 3704,      ,      8,   8.5,     12
2021-12-04, 10:21:07,  +00:00,       ,   51.3503990,   -0.5617605,   632.6, 30.09,    90.6,   7.2,   0.00,   0.00,   -6.71,       ,       ,       ,       ,      , 359.7,  27.7,  28.7,   3.0,  46.00,  46.00,     3.09,  115.56,   52.61,  13.39, 1028.7,    0.08,  234.43,  225.85,  228.79,  223.95,  221.39,  209.70, 1003.20, 1046.80,  994.87, 1011.48, 1098.00, 1105.00,  970.32,  959.70,        ,        ,        ,         ,       ,       ,        ,        ,        ,   242.3,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0, 3DDiff, 3704,      ,      7,   8.5,     12
2021-12-04, 10:21:08,  +00:00,       ,   51.3503990,   -0.5617603,   632.6, 30.09,    90.5,   7.2,   0.00,   0.00,  -14.42,       ,       ,       ,       ,      , 359.7,  27.7,  28.7,   3.1,  46.00,  46.00,     3.10,  115.76,   52.57,  13.35, 1030.1,    0.08,  234.57,  226.00,  228.94,  224.08,  221.49,  209.80, 1002.18, 1045.81,  994.35, 1011.29, 1094.18, 1102.37,  969.50,  957.75,        ,        ,        ,         ,       ,       ,        ,        ,        ,   242.2,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0, 3DDiff, 3704,      ,      8,   8.5,     12
2021-12-04, 10:21:09,  +00:00,       ,   51.3503990,   -0.5617605,   631.6, 30.09,    90.8,   7.2,   0.00,   0.00,  -23.81,       ,       ,       ,       ,      , 359.7,  27.7,  28.7,   3.2,  46.00,  46.00,     3.12,  115.96,   52.62,  13.23, 1042.7,    0.08,  234.71,  226.14,  229.06,  224.22,  221.60,  209.90, 1000.79, 1046.69,  993.03, 1010.16, 1092.53, 1099.67,  969.43,  956.50,        ,        ,        ,         ,       ,       ,        ,        ,        ,   242.5,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0, 3DDiff, 3704,      ,      8,   8.5,     12
2021-12-04, 10:21:10,  +00:00,       ,   51.3503990,   -0.5617603,   632.6, 30.09,    90.8,   7.2,   0.00,   0.00,  -28.18,       ,       ,       ,       ,      , 359.7,  27.7,  28.7,   3.2,  46.00,  46.00,     3.12,  116.12,   52.59,  13.30, 1035.9,    0.08,  234.85,  226.28,  229.20,  224.37,  221.69,  210.01, 1000.01, 1045.96,  992.55, 1009.16, 1093.82, 1100.12,  968.63,  956.40,        ,        ,        ,         ,       ,       ,        ,        ,        ,   242.5,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0, 3DDiff, 3704,      ,      8,   8.5,     12
2021-12-04, 10:21:11,  +00:00,       ,   51.3503990,   -0.5617600,   632.6, 30.09,    90.8,   7.2,   0.00,   0.00,   11.45,       ,       ,       ,       ,      , 359.7,  27.7,  28.7,   3.3,  46.00,  46.00,     3.13,  116.31,   52.61,  13.27, 1040.1,    0.08,  235.00,  226.43,  229.32,  224.50,  221.78,  210.11,  998.88, 1044.71,  992.37, 1008.06, 1094.36, 1100.31,  968.04,  956.24,        ,        ,        ,         ,       ,       ,        ,        ,        ,   242.5,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0, 3DDiff, 3704,      ,      7,   8.5,     12
2021-12-04, 10:21:12,  +00:00,       ,   51.3503990,   -0.5617598,   632.6, 30.09,    90.7,   7.2,   0.00,   0.00,   -8.27,  -0.33,   0.45,   0.00,   0.02,  50.1, 359.7,  27.7,  28.7,   3.3,  46.00,  46.00,     3.12,  116.51,   52.63,  13.24, 1039.5,    0.08,  235.14,  226.57,  229.46,  224.67,  221.87,  210.22,  997.25, 1044.74,  992.73, 1007.57, 1092.84, 1102.68,  968.77,  955.75,        ,        ,        ,         ,       ,       ,        ,        ,        ,   242.4,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0, 3DDiff, 3704,      ,      7,   8.5,     12
2021-12-04, 10:21:13,  +00:00,       ,   51.3503990,   -0.5617603,   632.6, 30.09,    91.0,   7.2,   0.00,   0.00,   -2.95,  -0.32,   0.53,  -0.01,  -0.00,  50.1, 359.7,  27.7,  28.7,   3.4,  46.00,  46.00,     3.12,  116.74,   52.58,  13.28, 1037.0,    0.08,  235.29,  226.71,  229.58,  224.79,  221.97,  210.33,  997.50, 1044.87,  992.90, 1007.62, 1094.29, 1104.33,  969.05,  955.78,        ,        ,        ,         ,       ,       ,        ,        ,        ,   242.8,   0,  GPS,  107.0, 109.95, 109.95, 123.430, 127.480,       ,       ,       ,       ,       ,       ,    0.3,      0,  NONE,   NONE,      ,      ,   0.0, 3DDiff, 3704,      ,      7,   8.5,     12
