#airframe_info, log_version="1.00", airframe_name="Diamond DA40NG", unit_software_part_number="006-B0319-9D", unit_software_version="11.13", system_software_part_number="010-00915-07", system_id="26BBB7B6F", mode=NORMAL, 
#yyy-mm-dd, hh:mm:ss,   hh:mm,  ident,      degrees,      degrees, ft Baro,  inch,  ft msl, deg C,     kt,     kt,     fpm,    deg,    deg,      G,      G,   deg,   deg, volts, volts,   gals,   gals,      gph,      psi,   deg F,     psi,    rpm,       %,      gph,       psi,   deg F,       psi,    rpm,       %,  ft wgs,  kt, enum,    deg,    MHz,    MHz,     MHz,     MHz,    fsd,    fsd,     kt,   deg,     nm,    deg,    deg,   bool,  enum,   enum,   deg,   deg,   fpm,   enum,   mt,    mt,     mt,    mt,     mt
  Lcl Date, Lcl Time, UTCOfst, AtvWpt,     Latitude,    Longitude,    AltB, BaroA,  AltMSL,   OAT,    IAS, GndSpd,    VSpd,  Pitch,   Roll,  LatAc, NormAc,   HDG,   TRK, volt1, volt2,  FQtyL,  FQtyR, E1 FFlow, E1 FPres, E1 OilT, E1 OilP, E1 RPM, E1 %Pwr, E2 FFlow,  E2 FPres, E2 OilT,   E2 OilP, E2 RPM, E2 %Pwr,  AltGPS, TAS, HSIS,    CRS,   NAV1,   NAV2,    COM1,    COM2,   HCDI,   VCDI, WndSpd, WndDr, WptDst, WptBrg, MagVar, AfcsOn, RollM, PitchM, RollC, PichC, VSpdG, GPSfix,  HAL,   VAL, HPLwas, HPLfd, VPLwas
2022-09-05, 06:36:15,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.5,   0.00,       ,   16.07,       ,       ,       ,       ,      ,      ,  23.2,   0.0,  13.92,  13.12,         ,         ,        ,        ,       ,        ,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:15,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.5,   0.00,       ,   16.07,       ,       ,       ,       ,      ,      ,  23.2,   0.0,  13.92,  13.12,         ,         ,        ,        ,       ,        ,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:16,  +00:00,       ,             ,             ,  -138.8, 29.91,        ,  26.5,   0.00,       ,    9.77,       ,       ,       ,       ,      ,      ,  23.2,   0.0,  13.92,  13.12,         ,         ,        ,        ,       ,        ,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:17,  +00:00,       ,             ,             ,  -138.8, 29.91,        ,  26.5,   0.00,       ,   -1.52,       ,       ,       ,       ,      ,      ,  23.2,   0.0,  13.92,  13.12,         ,         ,        ,        ,       ,        ,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:18,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.5,   0.00,       ,   -3.78,       ,       ,       ,       ,      ,      ,  23.2,   0.0,  13.92,  13.12,         ,         ,        ,        ,       ,        ,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:19,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.5,   0.00,       ,   -2.17,       ,       ,       ,       ,      ,      ,  23.2,   0.0,  13.92,  13.12,         ,         ,        ,        ,       ,        ,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:20,  +00:00,       ,             ,             ,  -138.8, 29.91,        ,  26.5,   0.00,       ,   -0.97,       ,       ,       ,       ,      ,      ,  23.2,   0.0,  13.92,  13.12,         ,         ,        ,        ,       ,        ,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:21,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.5,   0.00,       ,   -0.39,       ,       ,       ,       ,      ,      ,  23.2,   0.0,  13.92,  13.12,         ,         ,        ,        ,       ,        ,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:22,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.5,   0.00,       ,   -0.15,       ,       ,       ,       ,      ,      ,  23.2,   0.0,  13.92,  13.12,         ,         ,        ,        ,       ,        ,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:23,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.5,   0.00,       ,    0.25,       ,       ,       ,       ,      ,      ,  23.2,   0.0,  13.92,  13.12,         ,         ,        ,        ,       ,        ,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:24,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.5,   0.00,       ,    5.85,       ,       ,       ,       ,      ,      ,  23.2,   0.0,  13.92,  13.12,         ,         ,        ,        ,       ,        ,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:25,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.5,   0.00,       ,    6.94,       ,       ,       ,       ,      ,      ,  23.0,   0.0,  13.92,  13.12,     0.00,    50.98,  -58.00,    0.00,    0.0,    0.00,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:26,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.5,   0.00,       ,    3.76,       ,       ,       ,       ,      ,      ,  22.7,   0.0,  13.92,  13.12,     0.00,    57.36,  -58.00,    0.00,    0.0,    0.00,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:27,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.5,   0.00,       ,    3.72,       ,       ,       ,       ,      ,      ,  22.6,   0.0,  13.92,  13.12,     0.00,    59.68,  -58.00,    0.00,    0.0,    0.00,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:28,  +00:00,       ,             ,             ,  -136.8, 29.91,        ,  26.5,   0.00,       ,    9.29,       ,       ,       ,       ,      ,      ,  22.6,   0.0,  13.92,  13.12,     0.00,    60.55,  -58.00,    0.00,    0.0,    0.00,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:29,  +00:00,       ,             ,             ,  -136.8, 29.91,        ,  26.5,   0.00,       ,   13.04,       ,       ,       ,       ,      ,      ,  22.6,   0.0,  13.92,  13.12,     0.00,    60.77,   82.40,    0.00,    0.0,    0.00,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:30,  +00:00,       ,             ,             ,  -136.8, 29.91,        ,  26.5,   0.00,       ,   14.82,       ,       ,       ,       ,      ,      ,  22.6,   0.0,  13.92,  13.12,     0.00,    61.06,   82.40,    0.00,    0.0,    0.00,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:31,  +00:00,       ,             ,             ,  -136.8, 29.91,        ,  26.5,   0.00,       ,   14.37,       ,       ,       ,       ,      ,      ,  22.7,   0.0,  13.92,  13.12,     0.00,    61.13,   82.40,    0.00,    0.0,    0.00,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:37,  +00:00,       ,             ,             ,  -136.8, 29.91,        ,  26.5,   0.00,       ,    8.09,       ,       ,       ,       ,      ,      ,  22.7,   0.0,  13.92,  13.12,     0.00,    61.13,   82.40,    0.00,    0.0,    0.00,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:38,  +00:00,       ,             ,             ,  -136.8, 29.91,        ,  26.5,   0.00,       ,    3.60,       ,       ,       ,       ,      ,      ,  22.7,   0.0,  13.92,  13.12,     0.00,    61.13,   82.40,    0.00,    0.0,    0.00,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:39,  +00:00,       ,             ,             ,  -136.8, 29.91,        ,  26.5,   0.00,       ,    0.08,       ,       ,       ,       ,      ,      ,  22.7,   0.0,  13.92,  13.12,     0.00,    61.28,   82.40,    0.00,    0.0,    0.00,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:40,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.5,   0.00,       ,   -7.17,       ,       ,       ,       ,      ,      ,  22.7,   0.0,  13.92,  13.12,     0.00,    61.28,   82.40,    0.00,    0.0,    0.00,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:41,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.5,   0.00,       ,  -12.10,       ,       ,       ,       ,      ,      ,  22.7,   0.0,  13.92,  13.12,     0.00,    61.13,   82.40,    0.00,    0.0,    0.00,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:42,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.5,   0.00,       ,  -12.38,       ,       ,       ,       ,      ,      ,  22.6,   0.0,  13.91,  13.12,     0.00,    61.13,   80.60,    0.00,    0.0,    0.00,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:43,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.5,   0.00,       ,   -6.78,       ,       ,       ,       ,      ,      ,  22.6,   0.0,  13.91,  13.12,     0.00,    61.13,   80.60,    0.00,    0.0,    0.00,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:44,  +00:00,       ,             ,             ,  -136.8, 29.91,        ,  26.5,   0.00,       ,   -0.60,       ,       ,       ,       ,      ,      ,  21.5,   0.0,  13.91,  13.12,     0.21,    59.97,   80.60,    0.00,  102.0,    0.00,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:45,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.5,   0.00,       ,    4.65,       ,       ,       ,       ,      ,      ,  21.7,   0.0,  13.91,  13.12,     0.90,    59.18,   80.60,    0.00,  628.0,    0.09,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:46,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.5,   0.00,       ,   -0.70,       ,       ,       ,       ,      ,      ,  26.3,   0.0,  13.91,  13.12,     0.82,    63.09,   80.60,   33.00,  719.0,    0.08,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:47,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.5,   0.00,       ,   -8.51,       ,       ,       ,       ,      ,      ,  28.1,   0.0,  13.91,  13.12,     0.77,    64.98,   82.40,   59.03,  712.0,    0.07,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:48,  +00:00,       ,             ,             ,  -138.8, 29.91,        ,  26.5,   0.00,       ,  -12.85,       ,       ,       ,       ,      ,      ,  28.7,   0.0,  13.91,  13.12,     0.74,    65.48,   82.40,   68.89,  711.0,    0.06,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:49,  +00:00,       ,             ,             ,  -138.8, 29.91,        ,  26.5,   0.00,       ,  -14.78,       ,       ,       ,       ,      ,      ,  28.9,   0.0,  13.91,  13.12,     0.71,    65.48,   82.40,   72.59,  709.0,    0.06,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:50,  +00:00,       ,             ,             ,  -138.8, 29.91,        ,  26.5,   0.00,       ,  -15.55,       ,       ,       ,       ,      ,      ,  29.0,   0.0,  13.91,  13.12,     0.71,    65.41,   82.40,   73.97,  709.0,    0.06,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:51,  +00:00,       ,             ,             ,  -138.8, 29.91,        ,  26.5,   0.00,       ,  -12.09,       ,       ,       ,       ,      ,      ,  29.0,   0.0,  13.91,  13.13,     0.69,    65.63,   82.40,   74.84,  708.0,    0.06,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:52,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.5,   0.00,       ,   -1.25,       ,       ,       ,       ,      ,      ,  29.0,   0.0,  13.91,  13.13,     0.69,    65.99,   82.40,   75.13,  707.0,    0.06,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:53,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.5,   0.00,       ,   11.30,       ,       ,       ,       ,      ,      ,  29.0,   0.0,  13.91,  13.13,     0.69,    66.21,   80.60,   75.35,  708.0,    0.06,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:54,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.5,   0.00,       ,   14.89,       ,       ,       ,       ,      ,      ,  29.0,   0.0,  13.91,  13.14,     0.69,    66.21,   80.60,   75.56,  708.0,    0.06,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:55,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.5,   0.00,       ,   13.37,       ,       ,       ,       ,      ,      ,  29.0,   0.0,  13.91,  13.14,     0.69,    66.28,   82.40,   75.56,  708.0,    0.06,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:56,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.5,   0.00,       ,    7.05,       ,       ,       ,       ,      ,      ,  29.0,   0.0,  13.91,  13.14,     0.69,    66.21,   80.60,   75.56,  710.0,    0.06,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:57,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.5,   0.00,       ,    1.60,       ,       ,       ,       ,      ,      ,  29.0,   0.0,  13.91,  13.14,     0.69,    66.35,   80.60,   75.56,  708.0,    0.06,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:58,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.5,   0.00,       ,   -4.77,       ,       ,       ,       ,      ,      ,  29.0,   0.0,  13.91,  13.14,     0.69,    66.35,   82.40,   75.42,  710.0,    0.06,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:36:59,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.5,   0.00,       ,   -3.42,       ,       ,       ,       ,      ,      ,  29.0,   0.0,  13.91,  13.14,     0.69,    66.50,   80.60,   75.35,  710.0,    0.06,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:37:00,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.5,   0.00,       ,   -2.25,       ,       ,       ,       ,      ,      ,  29.0,   0.0,  13.91,  13.14,     0.69,    66.50,   80.60,   75.20,  708.0,    0.06,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:37:01,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.5,   0.00,       ,   -0.08,       ,       ,       ,       ,      ,      ,  29.0,   0.0,  13.91,  13.14,     0.69,    66.43,   82.40,   75.35,  708.0,    0.06,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:37:02,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.5,   0.00,       ,    6.15,       ,       ,       ,       ,      ,      ,  29.0,   0.0,  13.91,  13.14,     0.69,    66.21,   82.40,   75.20,  709.0,    0.06,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:37:03,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.2,   0.00,       ,    8.72,       ,       ,       ,       ,      ,      ,  29.0,   0.0,  13.91,  13.14,     0.66,    66.43,   82.40,   75.13,  711.0,    0.05,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:37:04,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.2,   0.00,       ,    2.24,   3.58,  -0.03,   0.01,   0.00,  76.5,      ,  29.0,   0.0,  13.91,  13.14,     0.66,    65.48,   82.40,   75.13,  708.0,    0.05,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:37:05,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.2,   0.00,       ,   -3.56,   3.58,  -0.05,   0.00,   0.00,  76.5,      ,  29.0,   0.0,  13.91,  13.14,     0.66,    64.11,   82.40,   75.13,  709.0,    0.06,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:37:06,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.2,   0.00,       ,   -2.48,   3.56,  -0.04,   0.00,  -0.00,  76.5,      ,  29.0,   0.0,  13.91,  13.14,     0.66,    64.18,   82.40,   75.13,  711.0,    0.05,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:37:07,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.2,   0.00,       ,   -1.19,   3.57,  -0.03,   0.01,   0.00,  76.5,      ,  29.0,   0.0,  13.91,  13.14,     0.63,    64.47,   82.40,   75.06,  711.0,    0.05,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:37:08,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.2,   0.00,       ,   -0.49,   3.57,  -0.02,   0.00,  -0.00,  76.5,      ,  29.0,   0.0,  13.91,  13.14,     0.63,    65.27,   80.60,   74.77,  710.0,    0.05,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:37:09,  +00:00,       ,             ,             ,  -137.8, 29.91,        ,  26.2,   0.00,       ,   -0.19,   3.57,  -0.01,   0.01,  -0.00,  76.5,      ,  29.0,   0.0,  13.91,  13.14,     0.61,    66.14,   82.40,   74.55,  711.0,    0.05,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:37:10,  +00:00,       ,             ,             ,  -138.8, 29.91,        ,  26.2,   0.00,       ,   -3.47,   3.57,   0.01,   0.01,   0.00,  76.5,      ,  29.0,   0.0,  13.91,  13.14,     0.61,    66.35,   82.40,   74.26,  711.0,    0.05,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2022-09-05, 06:37:11,  +00:00,       ,             ,             ,  -138.8, 29.91,        ,  26.2,   0.00,       ,   -9.72,   3.60,  -0.01,   0.00,  -0.00,  76.5,      ,  29.0,   0.0,  13.91,  13.14,     0.61,    66.35,   80.60,   74.04,  710.0,    0.05,         ,          ,        ,          ,       ,        ,        ,   0,  GPS,  317.8, 110.90, 116.20, 130.875, 121.500,       ,       ,       ,      ,       ,       ,    4.9,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
